"gsid","Owner","PSAL_Catalog","Type_2D_3D","Processed","Process_date","Site_ID","Local_ID","Age_Period_ID","Weight","Material_ID","PPTP","Archie_ID","Proprietary","Experimental","Notes","Flag","Biface"
2548,"Skinner",10022,"3D","Processed",6/21/2021 4:06:11,243,"DS22a",100,12.84000,,,,,1,"This is the first scan before pressure flaking",0,1
2549,"Skinner",10023,"3D","Processed",6/21/2021 4:07:37,243,"DS23a",100,9.14000,,,,,1,"This is the first scan before pressure flaking",0,1
2550,"Skinner",10024,"3D","Processed",6/21/2021 4:09:04,243,"DS24a",100,10.12000,,,,,1,"This is the first scan before pressure flaking",0,1
2551,"Skinner",10025,"3D","Processed",6/21/2021 4:10:30,243,"DS25a",100,7.44000,,,,,1,"This is the first scan before pressure flaking",0,1
2552,"Skinner",10026,"3D","Processed",6/21/2021 4:12:01,243,"DS26a",100,8.65000,,,,,1,"This is the first scan before pressure flaking",0,1
2553,"Skinner",10027,"3D","Processed",6/21/2021 4:14:02,243,"DS27a",100,14.91000,,,,,1,"This is the first scan before pressure flaking",0,1
2554,"Skinner",10028,"3D","Processed",6/21/2021 4:16:04,243,"DS28a",100,6.83000,,,,,1,"This is the first scan before pressure flaking",0,1
2555,"Skinner",10029,"3D","Processed",6/21/2021 4:18:06,243,"DS29a",100,8.47000,,,,,1,"This is the first scan before pressure flaking",0,1
2556,"Skinner",10030,"3D","Processed",6/21/2021 4:19:34,243,"DS30a",100,10.16000,,,,,1,"This is the first scan before pressure flaking",0,1
2557,"Davis",11000,"2.5D","Processed",6/21/2021 6:42:43,245,"3_flake_6_25_2017",,,,,,,1,"Experimental 3-flake cobble smooth with radial fx, not ripples.  Sandstone hammer",0,0
2558,"Davis",11001,"2.5D","Processed",6/21/2021 6:44:12,245,"cobble1 July 2017",,,,,,,1,"Experimental 3-flake cobble",0,0
2559,"Davis",11002,"2.5D","Processed",6/21/2021 6:45:36,245,"cobble2 July 2017",,,,,,,1,"Experimental 3-flake cobble",0,0
2560,"Davis",11003,"2.5D","Processed",6/21/2021 6:47:00,245,"cobble3 July 2017",,,,,,,1,"Experimental 3-flake cobble",0,0
2561,"Davis",11004,"2.5D","Processed",6/21/2021 6:48:24,245,"cobble4 July 2017",,,,,,,1,"Experimental 3-flake cobble",0,0
2562,"Davis",11005,"2.5D","Processed",6/21/2021 6:49:47,245,"cobble5 July 2017",,,,,,,1,"Experimental 3-flake cobble",0,0
2563,"Davis",11006,"2.5D","Processed",6/21/2021 6:51:09,245,"cobble6 July 2017",,,,,,,1,"Experimental 3-flake cobble",0,0
2564,"Davis",11007,"2.5D","Processed",6/21/2021 6:52:33,245,"cobble7 July 2017",,,,,,,1,"Experimental 3-flake cobble",0,0
2565,"Davis",11008,"2.5D","Processed",6/21/2021 6:53:56,245,"cobble8 July 2017",,,,,,,1,"Experimental 3-flake cobble",0,0
2566,"Skinner",10031,"3D","Processed",6/21/2021 4:21:01,243,"DS01b",100,7.77000,,,,,1,"This is the first resharpening episode",0,1
2567,"Skinner",10032,"3D","Processed",6/21/2021 4:22:29,243,"DS02b",100,8.23000,,,,,1,"This is the first resharpening episode",0,1
2568,"Skinner",10033,"3D","Processed",6/21/2021 4:24:31,243,"DS03b",100,7.87000,,,,,1,"This is the first resharpening episode",0,1
2569,"Skinner",10034,"3D","Processed",6/21/2021 4:25:57,243,"DS04b",100,8.20000,,,,,1,"This is the first resharpening episode",0,1
2570,"Skinner",10035,"3D","Processed",6/21/2021 4:27:24,243,"DS05b",100,6.97000,,,,,1,"This is the first resharpening episode",0,1
2571,"Skinner",10036,"3D","Processed",6/21/2021 4:28:51,243,"DS06b",100,7.50000,,,,,1,"This is the first resharpening episode",0,1
2572,"Skinner",10037,"3D","Processed",6/21/2021 4:30:17,243,"DS07b",100,6.94000,,,,,1,"This is the first resharpening episode",0,1
2573,"Skinner",10038,"3D","Processed",6/21/2021 4:31:44,243,"DS08b",100,12.11000,,,,,1,"This is the first resharpening episode",0,1
2574,"Skinner",10039,"3D","Processed",6/21/2021 4:33:10,243,"DS09b",100,8.18000,,,,,1,"This is the first resharpening episode",0,1
2575,"Skinner",10040,"3D","Processed",6/21/2021 4:34:36,243,"DS10b",100,6.62000,,,,,1,"This is the first resharpening episode",0,1
2576,"Skinner",10041,"3D","Processed",6/21/2021 4:36:03,243,"DS11b",100,7.87000,,,,,1,"This is the first resharpening episode",0,1
2577,"Skinner",10042,"3D","Processed",6/21/2021 4:37:30,243,"DS12b",100,7.42000,,,,,1,"This is the first resharpening episode",0,1
2578,"Skinner",10043,"3D","Processed",6/21/2021 4:38:56,243,"DS13b",100,6.75000,,,,,1,"This is the first resharpening episode",0,1
2579,"Skinner",10044,"3D","Processed",6/21/2021 4:40:59,243,"DS14b",100,7.08000,,,,,1,"This is the first resharpening episode",0,1
2580,"Skinner",10045,"3D","Processed",6/21/2021 4:42:25,243,"DS15b",100,11.37000,,,,,1,"This is the first resharpening episode",0,1
2581,"Skinner",10046,"3D","Processed",6/21/2021 4:43:53,243,"DS16b",100,11.17000,,,,,1,"This is the first resharpening episode",0,1
2582,"Skinner",10047,"3D","Processed",6/21/2021 4:45:19,243,"DS17b",100,6.83000,,,,,1,"This is the first resharpening episode",0,1
2583,"Skinner",10048,"3D","Processed",6/21/2021 4:46:46,243,"DS18b",100,11.71000,,,,,1,"This is the first resharpening episode",0,1
2584,"Skinner",10049,"3D","Processed",6/21/2021 4:48:12,243,"DS19b",100,6.39000,,,,,1,"This is the first resharpening episode",0,1
2585,"Skinner",10050,"3D","Processed",6/21/2021 4:49:39,243,"DS20b",100,6.84000,,,,,1,"This is the first resharpening episode",0,1
2586,"Skinner",10051,"3D","Processed",6/21/2021 4:51:41,243,"DS21b",100,6.18000,,,,,1,"This is the first resharpening episode",0,1
2587,"Skinner",10052,"3D","Processed",6/21/2021 4:53:08,243,"DS22b",100,11.99000,,,,,1,"This is the first resharpening episode",0,1
2588,"Skinner",10053,"3D","Processed",6/21/2021 4:54:34,243,"DS23b",100,8.17000,,,,,1,"This is the first resharpening episode",0,1
2589,"Skinner",10054,"3D","Processed",6/21/2021 4:56:02,243,"DS24b",100,9.26000,,,,,1,"This is the first resharpening episode",0,1
2590,"Skinner",10055,"3D","Processed",6/21/2021 4:57:29,243,"DS25b",100,6.90000,,,,,1,"This is the first resharpening episode",0,1
2591,"Skinner",10056,"3D","Processed",6/21/2021 4:59:30,243,"DS26b",100,7.83000,,,,,1,"This is the first resharpening episode",0,1
2592,"Skinner",10057,"3D","Processed",6/21/2021 5:01:36,243,"DS27b",100,14.15000,,,,,1,"This is the first resharpening episode",0,1
2593,"Skinner",10058,"3D","Processed",6/21/2021 5:03:05,243,"DS28b",100,6.20000,,,,,1,"This is the first resharpening episode",0,1
2594,"Skinner",10059,"3D","Processed",6/21/2021 5:05:08,243,"DS29b",100,7.46000,,,,,1,"This is the first resharpening episode",0,1
2595,"Skinner",10060,"3D","Processed",6/21/2021 5:06:36,243,"DS30b",100,9.15000,,,,,1,"This is the first resharpening episode",0,1
2596,"Skinner",10061,"3D","Processed",6/21/2021 5:08:02,243,"DS01c",100,6.76000,,,,,1,"This is the second resharpening episode",0,1
2597,"Skinner",10062,"3D","Processed",6/21/2021 5:09:32,243,"DS02c",100,6.76000,,,,,1,"This is the second resharpening episode",0,1
2598,"Skinner",10063,"3D","Processed",6/21/2021 5:11:34,243,"DS03c",100,7.27000,,,,,1,"This is the second resharpening episode",0,1
2599,"Skinner",10064,"3D","Processed",6/21/2021 5:13:01,243,"DS04c",100,7.51000,,,,,1,"This is the second resharpening episode",0,1
2600,"Skinner",10065,"3D","Processed",6/21/2021 5:14:27,243,"DS05c",100,6.14000,,,,,1,"This is the second resharpening episode",0,1
2601,"Skinner",10066,"3D","Processed",6/21/2021 5:15:54,243,"DS06c",100,6.96000,,,,,1,"This is the second resharpening episode",0,1
2602,"Skinner",10067,"3D","Processed",6/21/2021 5:17:21,243,"DS07c",100,6.23000,,,,,1,"This is the second resharpening episode",0,1
2603,"Skinner",10068,"3D","Processed",6/21/2021 5:18:47,243,"DS08c",100,11.44000,,,,,1,"This is the second resharpening episode",0,1
2604,"Skinner",10069,"3D","Processed",6/21/2021 5:20:14,243,"DS09c",100,7.34000,,,,,1,"This is the second resharpening episode",0,1
2605,"Skinner",10070,"3D","Processed",6/21/2021 5:21:40,243,"DS10c",100,5.85000,,,,,1,"This is the second resharpening episode",0,1
2606,"Skinner",10071,"3D","Processed",6/21/2021 5:23:07,243,"DS11c",100,7.29000,,,,,1,"This is the second resharpening episode",0,1
2607,"Skinner",10072,"3D","Processed",6/21/2021 5:24:33,243,"DS12c",100,6.78000,,,,,1,"This is the second resharpening episode",0,1
2608,"Skinner",10073,"3D","Processed",6/21/2021 5:26:00,243,"DS13c",100,6.16000,,,,,1,"This is the second resharpening episode",0,1
2609,"Skinner",10074,"3D","Processed",6/21/2021 5:27:27,243,"DS14c",100,6.53000,,,,,1,"This is the second resharpening episode",0,1
2610,"Skinner",10075,"3D","Processed",6/21/2021 5:28:53,243,"DS15c",100,10.34000,,,,,1,"This is the second resharpening episode",0,1
2611,"Skinner",10076,"3D","Processed",6/21/2021 5:30:19,243,"DS16c",100,10.53000,,,,,1,"This is the second resharpening episode",0,1
2612,"Skinner",10077,"3D","Processed",6/21/2021 5:31:46,243,"DS17c",100,6.06000,,,,,1,"This is the second resharpening episode",0,1
2613,"Skinner",10078,"3D","Processed",6/21/2021 5:33:13,243,"DS18c",100,10.37000,,,,,1,"This is the second resharpening episode",0,1
2614,"Skinner",10079,"3D","Processed",6/21/2021 5:34:39,243,"DS19c",100,5.82000,,,,,1,"This is the second resharpening episode",0,1
2615,"Skinner",10080,"3D","Processed",6/21/2021 5:36:06,243,"DS20c",100,6.23000,,,,,1,"This is the second resharpening episode",0,1
2616,"Skinner",10081,"3D","Processed",6/21/2021 5:38:09,243,"DS21c",100,4.21000,,,,,1,"This is the second resharpening episode. The base was broken off during resharpening.",0,1
2617,"Skinner",10082,"3D","Processed",6/21/2021 5:39:36,243,"DS22c",100,11.14000,,,,,1,"This is the second resharpening episode",0,1
2618,"Skinner",10083,"3D","Processed",6/21/2021 5:41:03,243,"DS23c",100,7.58000,,,,,1,"This is the second resharpening episode",0,1
2619,"Skinner",10084,"3D","Processed",6/21/2021 5:42:30,243,"DS24c",100,8.45000,,,,,1,"This is the second resharpening episode",0,1
2620,"Skinner",10085,"3D","Processed",6/21/2021 5:44:31,243,"DS25c",100,6.33000,,,,,1,"This is the second resharpening episode",0,1
2621,"Skinner",10086,"3D","Processed",6/21/2021 5:46:35,243,"DS26c",100,7.23000,,,,,1,"This is the second resharpening episode",0,1
2622,"Skinner",10087,"3D","Processed",6/21/2021 5:48:37,243,"DS27c",100,13.30000,,,,,1,"This is the second resharpening episode",0,1
2623,"Skinner",10088,"3D","Processed",6/21/2021 5:50:39,243,"DS28c",100,5.73000,,,,,1,"This is the second resharpening episode",0,1
2624,"Skinner",10089,"3D","Processed",6/21/2021 5:52:07,243,"DS29c",100,6.93000,,,,,1,"This is the second resharpening episode",0,1
2625,"Skinner",10090,"3D","Processed",6/21/2021 5:53:35,243,"DS30c",100,8.64000,,,,,1,"This is the second resharpening episode",0,1
2626,"Davis",1565,"3D","Processed",6/20/2021 23:15:38,11,"73-47163",4,13.97000,,,"10IH73-47163",,0,"Possbile crescent - broken in half. RN 44327 from F99",0,1
2627,"Davis",1566,"3D","Processed",6/20/2021 23:17:05,11,"73-54105",4,3.59000,,,"10IH73-54105",,0,"RN 48558 from F99",1,1
2628,"Davis",1567,"3D","Processed",6/20/2021 23:18:34,11,"73-54164",4,6.94000,,,"10IH73-54164",,0,"The tip and base are broken. RN 48600 from F99",1,1
2629,"Davis",1568,"3D","Processed",6/20/2021 23:20:01,11,"73-54411",4,2.95000,,,"10IH73-54411",,0,". RN 48649 from F99",1,1
2630,"Davis",1569,"3D","Processed",6/20/2021 23:21:25,11,"73-54688",4,0.44000,,,"10IH73-54688",,0,". RN 48771 from F99",1,1
2631,"Davis",1570,"3D","Processed",6/20/2021 23:22:54,11,"73-56603",4,7.68000,,,"10IH73-56603",,0,"RN 44032 from Unit 26 Lv4",1,1
2632,"Davis",1571,"3D","Processed",11/5/2021 15:24:46,11,"73-53630",4,2.13000,,,"10IH73-53630",,0,"Notched base fragment. RN 54551 from F113",1,1
2633,"Davis",1572,"3D","Processed",6/20/2021 23:25:46,11,"73-53827",4,5.94000,,,"10IH73-53827",,0,"Possbible slight base fracture. RN 48413 from F110",1,1
2634,"Davis",1573,"3D","Processed",6/20/2021 23:27:12,11,"73-55850",4,7.54000,,,"10IH73-55850",,0,"Tip is slightly broken. RN 49434 from F119",1,1
2635,"Skinner",10091,"3D","Processed",6/21/2021 5:55:04,243,"DS01d",100,6.14000,,,,,1,"This is the third resharpening episode",0,1
2636,"Skinner",10092,"3D","Processed",6/21/2021 5:57:09,243,"DS02d",100,6.30000,,,,,1,"This is the third resharpening episode",0,1
2637,"Skinner",10093,"3D","Processed",6/21/2021 5:59:10,243,"DS03d",100,6.69000,,,,,1,"This is the third resharpening episode",0,1
2638,"Skinner",10094,"3D","Processed",6/21/2021 6:00:37,243,"DS04d",100,7.01000,,,,,1,"This is the third resharpening episode",0,1
2639,"Skinner",10095,"3D","Processed",6/21/2021 6:02:06,243,"DS05d",100,5.66000,,,,,1,"This is the third resharpening episode",0,1
2640,"Skinner",10096,"3D","Processed",6/21/2021 6:03:33,243,"DS06d",100,6.44000,,,,,1,"This is the third resharpening episode",0,1
2641,"Skinner",10097,"3D","Processed",6/21/2021 6:05:00,243,"DS07d",100,5.96000,,,,,1,"This is the third resharpening episode",0,1
2642,"Skinner",10098,"3D","Processed",6/21/2021 6:06:28,243,"DS08d",100,11.11000,,,,,1,"This is the third resharpening episode",0,1
2643,"Skinner",10099,"3D","Processed",6/21/2021 6:07:54,243,"DS09d",100,6.92000,,,,,1,"This is the third resharpening episode",0,1
2644,"Skinner",10100,"3D","Processed",6/21/2021 6:09:21,243,"DS10d",100,5.33000,,,,,1,"This is the third resharpening episode",0,1
2645,"Skinner",10101,"3D","Processed",6/21/2021 6:10:48,243,"DS11d",100,7.00000,,,,,1,"This is the third resharpening episode",0,1
2646,"Skinner",10102,"3D","Processed",6/21/2021 6:12:15,243,"DS12d",100,6.46000,,,,,1,"This is the third resharpening episode",0,1
2647,"Skinner",10103,"3D","Processed",6/21/2021 6:13:41,243,"DS13d",100,5.83000,,,,,1,"This is the third resharpening episode",0,1
2648,"Skinner",10104,"3D","Processed",6/21/2021 6:15:09,243,"DS14d",100,6.08000,,,,,1,"This is the third resharpening episode",0,1
2649,"Skinner",10105,"3D","Processed",6/21/2021 6:16:36,243,"DS15d",100,9.88000,,,,,1,"This is the third resharpening episode",0,1
2650,"Skinner",10106,"3D","Processed",6/21/2021 6:18:03,243,"DS16d",100,10.27000,,,,,1,"This is the third resharpening episode",0,1
2651,"Skinner",10107,"3D","Processed",6/21/2021 6:19:30,243,"DS17d",100,5.55000,,,,,1,"This is the third resharpening episode",0,1
2652,"Skinner",10108,"3D","Processed",6/21/2021 6:20:56,243,"DS18d",100,9.73000,,,,,1,"This is the third resharpening episode",0,1
2653,"Skinner",10109,"3D","Processed",6/21/2021 6:22:23,243,"DS19d",100,5.50000,,,,,1,"This is the third resharpening episode",0,1
2654,"Skinner",10110,"3D","Processed",6/21/2021 6:23:51,243,"DS20d",100,5.87000,,,,,1,"This is the third resharpening episode",0,1
2655,"Skinner",10111,"3D","Processed",6/21/2021 6:25:52,243,"DS21d",100,3.78000,,,,,1,"This is the third resharpening episode",0,1
2656,"Skinner",10112,"3D","Processed",6/21/2021 6:27:55,243,"DS22d",100,10.62000,,,,,1,"This is the third resharpening episode",0,1
2657,"Skinner",10113,"3D","Processed",6/21/2021 6:29:58,243,"DS23d",100,7.02000,,,,,1,"This is the third resharpening episode",0,1
2658,"Skinner",10114,"3D","Processed",6/21/2021 6:31:25,243,"DS24d",100,7.91000,,,,,1,"This is the third resharpening episode",0,1
2659,"Skinner",10115,"3D","Processed",6/21/2021 6:32:52,243,"DS25d",100,5.73000,,,,,1,"This is the third resharpening episode",0,1
2660,"Skinner",10116,"3D","Processed",6/21/2021 6:34:21,243,"DS26d",100,6.75000,,,,,1,"This is the third resharpening episode",0,1
2661,"Skinner",10117,"3D","Processed",6/21/2021 6:36:23,243,"DS27d",100,12.84000,,,,,1,"This is the third resharpening episode",0,1
2662,"Skinner",10118,"3D","Processed",6/21/2021 6:37:50,243,"DS28d",100,5.26000,,,,,1,"This is the third resharpening episode",0,1
2663,"Skinner",10119,"3D","Processed",6/21/2021 6:39:18,243,"DS29d",100,6.43000,,,,,1,"This is the third resharpening episode",0,1
2664,"Skinner",10120,"3D","Processed",6/21/2021 6:41:19,243,"DS30d",100,8.13000,,,,,1,"This is the third resharpening episode",0,1
2665,"Davis",12000,"3D","not yet scanned",,204,"UA 76-155-1830",5,45.59000,,,,,0,"Dry Creek fragment (PSAL 12000-12035 acquired at UAF Feb 6-8, 2018)",0,1
2666,"Davis",12001,"3D","not yet scanned",,204,"UA 75-155-4364",5,26.72000,,,,,0,"Dry Creek fragment",0,1
2667,"Davis",12002,"3D","not yet scanned",,203,"UA 96-060 -0078",5,2.61000,,,,,0,"Chindadn point from Moose Cr",0,1
2668,"Davis",12003,"3D","not yet scanned",,247,"UA 83-287-8987",5,1.88000,,,,,0,"Chindadn point from Fairbanks Quad",0,1
2669,"Davis",12004,"3D","not yet scanned",,205,"UA 64-049-07264",5,4.06000,,,,,0,"Healy Lake Village",0,1
2670,"Davis",12005,"3D","not yet scanned",,60,"UA 89-051-0077",5,12.97000,,,,,0,"Walker Road point",0,1
2671,"Davis",12006,"3D","not yet scanned",,205,"UA 69-049-04236",5,10.61000,,,,,0,"Healy Lake point",0,1
2672,"Davis",12007,"3D","not yet scanned",,60,"UA 89-057-0033",5,23.83000,,,,,0,"Walker Road point preform",0,1
2673,"Davis",12008,"3D","not yet scanned",,247,"UA 84-054-0086",5,9.17000,,,,,0,"Chugwater",0,1
2674,"Davis",12009,"3D","not yet scanned",,205,"UA 69-049-4678",5,4.51000,,,,,0,"Healy Lake Village (UA 69-049-4679)",0,1
2675,"Davis",12010,"3D","not yet scanned",,205,"UA 69-049-02199",5,9.85000,,,,,0,"Healy Lake Village",0,1
2676,"Davis",12011,"3D","not yet scanned",,205,"UA 69-049-04236",5,10.61000,,,,,0,"Healy Lake Village (scanned twice in error)",0,1
2677,"Davis",12012,"3D","not yet scanned",,204,"UA 2007-073-0001",5,8.78000,,,,,0,"Dry Creek point base",0,1
2678,"Davis",12013,"3D","not yet scanned",,205,"UA 69-049-06295",5,1.70000,,,,,0,"Healey Lake Village point",0,1
2679,"Davis",12014,"3D","not yet scanned",,60,"UA 88-058-0424",5,5.57000,,,,,0,"Walker Road (and UA 88-058-0030)",0,1
2680,"Davis",12015,"3D","not yet scanned",,60,"UA 86-062-1077",5,1.64000,,,,,0,"Walker Road",0,1
2681,"Davis",12016,"3D","not yet scanned",,205,"UA 69-049-11106",5,5.96000,,,,,0,"Healy Lake Village",0,1
2682,"Davis",12017,"3D","not yet scanned",,252,"UA 78-222-0002",5,12.28000,,,,,0,"TES012",0,1
2683,"Davis",12018,"3D","not yet scanned",,60,"UA 86-062-0296",5,1.63000,,,,,0,"Walker Road Chindadn point tip",0,1
2684,"Davis",12019,"3D","not yet scanned",,60,"UA 86-062-0217",5,3.02000,,,,,0,"Walker Road Chindadn point tip part of UA 86-062-0296",0,1
2685,"Davis",12020,"3D","not yet scanned",,251,"UA 2004-158-0002",5,6.65000,,,,,0,"Chindadn point Coleen",0,1
2686,"Davis",12021,"3D","not yet scanned",,247,"UA 84-054-0264",5,5.77000,,,,,0,"Chugwater",0,1
2687,"Davis",12022,"3D","not yet scanned",,205,"UA 69-049-07279",5,19.11000,,,,,0,"Healey Lake Village",0,1
2688,"Davis",12023,"3D","not yet scanned",,205,"UA 69-049-04000",5,2.20000,,,,,0,"Healey Lake Village",0,1
2689,"Davis",12024,"3D","not yet scanned",,249,"UA 78-181-0007",5,10.53000,,,,,0,"MIS215",0,1
2690,"Davis",12025,"3D","not yet scanned",,205,"UA 69-049-01882",5,3.15000,,,,,0,"Healy Lake Village",0,1
2691,"Davis",12026,"3D","not yet scanned",,248,"UA 85-145-00010",5,2.51000,,,,,0,"See 12027.  HEA.239-UA 87:97-79  tip half SH 2005",0,1
2692,"Davis",12027,"3D","not yet scanned",,248,"UA 87-097-00079",5,4.16000,,,,,0,"See 12026.  HEA.239-UA 87:97-79  base half area 1 feature 1 NW expansion",0,1
2693,"Davis",12028,"3D","not yet scanned",,250,"UA 74-027-6485",5,4.24000,,,,,0,"Prospect Cr fluted",0,1
2694,"Davis",12029,"3D","not yet scanned",,248,"UA 85-145-00001",5,10.13000,,,,,0,"HEA239   UA 85-145:1",0,1
2695,"Davis",12030,"3D","not yet scanned",,248,"UA 85-145:00005",5,4.06000,,,,,0,"HEA 239  UA 85-145:5",0,1
2696,"Davis",12031,"3D","not yet scanned",,248,"UA 85-145:00002",5,3.77000,,,,,0,"HEA 239 UA 85-145:2  base",0,1
2697,"Davis",12032,"3D","not yet scanned",,248,"UA 87-097-00061",5,0.79000,,,,,0,"HEA 239  UA 87:97-61 part 2 of 12031 (tip)",0,1
2698,"Davis",12033,"3D","not yet scanned",,248,"UA 87-097-00039",5,2.88000,,,,,0,"tip HEA 239 UA 87:97-39",0,1
2699,"Davis",12034,"3D","not yet scanned",,248,"UA 87-097-00025",5,1.85000,,,,,0,"base  HEA 239 UA 87:97-25",0,1
2700,"Davis",12035,"3D","not yet scanned",,60,"UA 88-058-0440",5,42.02000,,,,,0,"Walker Road",0,1
3100,"Davis",12036,"3D","not yet scanned",,161,"1040-112",5,39.09000,,,,,0,"overshot flake",0,0
3101,"Davis",12037,"3D","not yet scanned",,161,"AM347-13",5,105.66000,,,,,0,"overshot flake; refits with 1058-10",0,0
3102,"Davis",12038,"3D","not yet scanned",,161,"1040-106",5,74.02000,,,,,0,"biface preform",0,1
3103,"Davis",12039,"3D","not yet scanned",,161,"2624-1",5,24.03000,,,,,0,"Clovis fluted point",0,1
3104,"Davis",12040,"3D","not yet scanned",,161,"1040-113-1",5,23.71000,,,,,0,"fluted point (1040-113-1)",0,1
3105,"Davis",12041,"3D","not yet scanned",,161,"2621-1",5,11.89000,,,,,0,"fluted point (potenial image problems)",0,1
3106,"Davis",12042,"3D","not yet scanned",,161,"1040-103",5,426.41000,,,,,0,"biface preform",0,1
3107,"Davis",12043,"3D","not yet scanned",,161,"AM284-20",5,66.67000,,,,,0,"biface preform; refits with 244-112",0,1
3108,"Davis",12044,"3D","not yet scanned",,161,"AM244-112b",5,68.99000,,,,,0,"biface preform; refits with 284-20",0,1
3109,"Davis",12045,"3D","not yet scanned",,161,"1058-10",5,84.58000,,,,,0,"overshot flake; refits with AM347-13",0,0
3110,"Davis",12046,"3D","not yet scanned",,161,"AM228-79a",5,15.68000,,,,,0,"biface preform (AM228-79a); refits with AM397-1",0,1
3111,"Davis",12047,"3D","not yet scanned",,161,"AM397-1a",5,37.54000,,,,,0,"fluted biface preform; refits with AM228-79",0,1
3112,"Davis",12048,"3D","not yet scanned",,161,"2665-9",5,57.74000,,,,,0,"biface preform; refits with 2000-2",0,1
3113,"Davis",12049,"3D","not yet scanned",,161,"2000-2",5,76.57000,,,,,0,"biface preform; refits with 2665-9",0,1
3114,"Davis",12050,"3D","not yet scanned",,161,"4548-14",5,64.59000,,,,,0,"biface preform; refits with 4256-13",0,1
3115,"Davis",12051,"3D","not yet scanned",,161,"4256-13",5,89.44000,,,,,0,"biface preform; refits with 4548-14",0,1
3116,"Davis",12052,"3D","not yet scanned",,161,"NH1325-4",5,33.61000,,,,,0,"prismatic blade",0,1
3117,"Davis",12053,"3D","not yet scanned",,161,"1048-406",5,95.33000,,,,,0,"crested blade",0,1
3118,"Davis",12054,"3D","not yet scanned",,161,"1058-12",5,70.46000,,,,,0,"prismatic blade",0,1
3119,"Davis",12055,"3D","not yet scanned",,161,"1048-16",5,479.13000,,,,,0,"prismatic blade core",0,0
3120,"Davis",12056,"3D","not yet scanned",,161,"5445-67",5,444.08000,,,,,0,"prismatic blade core",0,0
3121,"Davis",12057,"3D","not yet scanned",,161,"UT-4752-1",5,320.12000,,,,,0,"prismatic blade core",0,0
3122,"Davis",12058,"3D","not yet scanned",,161,"NH1107-1",5,301.03000,,,,,0,"prismatic blade core",0,0
3123,"Davis",12059,"3D","not yet scanned",,161,"BB2061-1",5,,,,,,0,"prismatic blade core",0,0
3124,"Davis",12060,"3D","not yet scanned",,161,"UT5132-1",5,,,,,,0,"bifacial core",0,0
3125,"Davis",12061,"3D","not yet scanned",,161,"5956-33",5,12.22000,,,,,0,"endscraper",0,1
3126,"Davis",12062,"3D","Processed",6/21/2021 6:55:49,161,"5777-77",5,61.25000,,,,,0,"biface",0,1
3127,"Davis",12063,"3D","Processed",6/21/2021 6:57:53,161,"5859-14",5,13.85000,,,,,0,"biface   QCOK Haft fragment only;  Haft Collar gone",0,1
3128,"Davis",12064,"3D","not yet scanned",,161,"6314-50",5,294.32000,,,,,0,"blade core",0,0
3129,"Davis",12065,"3D","not yet scanned",,161,"5979-2",5,53.30000,,,,,0,"blade",0,1
3130,"Davis",12066,"3D","Processed",6/21/2021 6:59:21,161,"5873-14",5,2.16000,,,,,0,"PPT base fragment  QCOK C1P9 dbl",1,1
3131,"Davis",12067,"3D","Processed",6/21/2021 7:01:48,161,"6424-2",5,354.94000,,,,,0,"blade core",0,0
3132,"Davis",12068,"3D","Processed",6/21/2021 7:03:11,161,"6297-18",5,26.76000,,,,,0,"blade   C1P15 and C2P14 dbl  Mask prob C2P4 dbl",0,1
3133,"Davis",12069,"3D","not yet scanned",,161,"5932-18",5,8.30000,,,,,0,"quartzite PPT fragment  C2 P8 and P14 dbl",0,1
3134,"Davis",12070,"3D","not yet scanned",,161,"5956-55",5,56.25000,,,,,0,"blade",0,1
3135,"Davis",12071,"3D","Processed",6/21/2021 7:05:01,161,"6026-24",5,1.22000,,,,,0,"PPT base fragment  check base clip",1,1
3136,"Davis",12072,"3D","not yet scanned",,161,"6218-8",5,98.66000,,,,,0,"late stage biface",0,1
3137,"Davis",12073,"3D","not yet scanned",,161,"6325-1",5,34.51000,,,,,0,"burin",0,1
3138,"Davis",12074,"3D","not yet scanned",,161,"6411-3",5,30.42000,,,,,0,"blade fragment",0,1
3139,"Davis",12075,"3D","not yet scanned",,161,"6310-17",5,2.89000,,,,,0,"drill fragment",0,1
3140,"Davis",12076,"3D","not yet scanned",,161,"5853-10",5,2.09000,,,,,0,"blade fragment",0,1
3141,"Davis",12077,"3D","not yet scanned",,161,"6159-18",5,3.21000,,,,,0,"uniface tool",0,1
3142,"Davis",12078,"3D","not yet scanned",,161,"6218-69",5,46.07000,,,,,0,"blade",0,1
3143,"Davis",12079,"3D","not yet scanned",,161,"5859-53",5,8.31000,,,,,0,"blade fragment",0,1
3144,"Davis",12080,"3D","not yet scanned",,161,"6145-13",5,15.89000,,,,,0,"biface tip",0,1
3145,"Davis",12081,"3D","not yet scanned",,161,"5755-38",5,68.92000,,,,,0,"biface",0,1
3146,"Davis",12082,"3D","not yet scanned",,161,"5860-8",5,2.54000,,,,,0,"PPT tip",0,1
3147,"Davis",12083,"3D","not yet scanned",,161,"6218-11",5,12.38000,,,,,0,"graver flake",0,0
3148,"Davis",12084,"3D","not yet scanned",,161,"5956-11",5,10.40000,,,,,0,"biface",0,1
3149,"Davis",12085,"3D","not yet scanned",,161,"4790-1",5,12.43000,,,,,0,"Folsom fluted preform",0,1
